title,url,content,chunk_id
Legacy Server-Side Extensions,https://openbis.readthedocs.io/en/latest/software-developer-documentation/legacy-server-side-extensions/index.html,"# Legacy Server-Side Extensions

- Custom Import
Introduction
Usage
Configuration
Example configuration

- Processing Plugins
Introduction
Multiple Processing Queues
Archiving


Generic Processing Plugins
RevokeLDAPUserAccessMaintenanceTask
DataSetCopierForUsers
DataSetCopier
DataSetCopierForUsers
JythonBasedProcessingPlugin
ReportingBasedProcessingPlugin
DataSetAndPathInfoDBConsistencyCheckProcessingPlugin
ScreeningReportingBasedProcessingPlugin

- Reporting Plugins
Introduction
Generic Reporting Plugins
DecoratingTableModelReportingPlugin
Transformations


GenericDssLinkReportingPlugin
AggregationService
JythonAggregationService


IngestionService
JythonIngestionService


JythonBasedReportingPlugin
TSVViewReportingPlugin


Screening Reporting Plugins
ScreeningJythonBasedAggregationServiceReportingPlugin
ScreeningJythonBasedDbModifyingAggregationServiceReportingPlugin
ScreeningJythonBasedReportingPlugin",en_latest_software-developer-documentation_legacy-server-side-extensions_index.html_0
Legacy Server-Side Extensions,https://openbis.readthedocs.io/en/latest/software-developer-documentation/legacy-server-side-extensions/index.html,"# Legacy Server-Side Extensions



- Search Domain Services
Configuring a Service
Querying a Service
Service Implementations
BlastDatabase
Optional Query Parameters
Search Results",en_latest_software-developer-documentation_legacy-server-side-extensions_index.html_1
Server-Side Extensions,https://openbis.readthedocs.io/en/latest/software-developer-documentation/server-side-extensions/index.html,"# Server-Side Extensions

- Core Plugins
Motivation
Core Plugins Folder Structure
Merging Configuration Data
Enabling Modules and Disabling Plugins
Enabling Modules
Disabling Core Plugins by Property
Disabling Core Plugins by Marker File


Core Plugin Dependency
Rules for Plugin Writers
Using Java libraries in Core Plugins

- Custom Application Server Services
Introduction
How to write a custom AS service core plugin
How to use a custom AS service

- API Listener Core Plugin (V3 API)
Introduction
Core Plugin
Plugin.properties
lib
Example - Logging
Example - Loggin Sources

- Dropboxes
Jython Dropboxes
Introduction
Simple Example
More Realistic Example
Model


Details
Dropbox Configuration
Development mode
Jython version


Jython API
IDataSetRegistrationTransaction
TransDatabase queries


Events / Registration Process Hooks
Events Table
Typical Usage Table


Example Scripts
Delete, Move, or Leave Alone on Error
Summary
Example
Search
API
Experiment
Sample and Data Set",en_latest_software-developer-documentation_server-side-extensions_index.html_0
Server-Side Extensions,https://openbis.readthedocs.io/en/latest/software-developer-documentation/server-side-extensions/index.html,"# Server-Side Extensions




Authorization Service
API


Example
Combined Example


Error Handling
Automatic Retry (auto recovery)
Manual Recovery


Classpath / Configuration
Validation scripts
Global Thread Parameters
Sending Emails from a Drop box
Java Dropboxes
Configuration
Implementation


Sending Emails in a drop box (simple)
Java Dropbox Example


Calling an Aggregation Service from a drop box
Known limitations
Blocking",en_latest_software-developer-documentation_server-side-extensions_index.html_1
Changelog,https://openbis.readthedocs.io/en/latest/system-documentation/changelog/index.html,"# Changelog

- OpenBIS Change Log
Version 20.10.11 (02 Dec 2024)
Core
ELN


Version 20.10.10 (10 Oct 2024)
Core
ELN


Version 20.10.9.1 (16 Aug 2024)
ELN


Version 20.10.9 (31 Jul 2024)
Core
ELN
Admin


Version 20.10.8 (29 May 2024)
Core
ELN
Admin


Version 20.10.7.3 (23 November 2023)
ELN
Admin


Version 20.10.7.2 (13 October 2023)
ELN
Admin
Core


Version 20.10.7.1 (25 July 2023)
ELN
Admin


Version 20.10.7 (5 July 2023)
Core
ELN
Admin UI
ELN/Admin UI


Version 20.10.6 (26 April 2023)
Core
Admin UI / ELN
Admin UI
ELN


Version 20.10.5 (29 November 2022)
Core
Jupyter Integration:
Admin UI
ELN-LIMS:


Version 20.10.4 (3 August 2022)
Core
ELN


Version 20.10.3.1 (13 June 2022)
Core
ELN


Version 20.10.3 (7 March 2022)
Core
ELN
pyBIS
New Admin UI


Version 20.10.2.3 (15 November 2021)
ELN


Version 20.10.2.2 (30 November 2021)
Core
ELN


Version 20.10.2.1 (6 October 2021)
Core
ELN


Version 20.10.2 GA (General Availability) (22 September 2021)
Core
ELN
New Admin UI",en_latest_system-documentation_changelog_index.html_0
Changelog,https://openbis.readthedocs.io/en/latest/system-documentation/changelog/index.html,"# Changelog




Version 20.10.1 EA (Early Access) (12 March 2021)
Core
ELN
New Admin UI


Version 20.10.0 RC (Release Candidate) (27 October 2020)
Admin UI Currently a preview, will replace the Core UI on the future.
ELN-LIMS UI


Deprecated
V3 API


Removed

- Pending 20.10 Configuration Changes
Version 20.10.10
1. Changes to Datastore logs configuration


Version 20.10.9
1. Changes to ELN LIMS Dropbox, new configuration keys for DSS service.properties.
Configuration:


2. Configuration of download-url for Application Server service.properties


Version 20.10.6
1. Changes on ELN LIMS Dropbox, new configuration key for DSS service.properties. This change is OPTIONAL.
2. Changes to User Management Task, new configuration key for the configuration file. This change is OPTIONAL.
3. Technology Upgrade: Postgres 15. This change is OPTIONAL.",en_latest_system-documentation_changelog_index.html_1
Changelog,https://openbis.readthedocs.io/en/latest/system-documentation/changelog/index.html,"# Changelog




Version 20.10.3
Version 20.10.2 GA (General Availability)
Version 20.10.1 EA (Early Access)
Release 20.10.0 RC
Technology Upgrade: Postgres 11
Technology Upgrade: Java 11
Technology Upgrade: Search Engine",en_latest_system-documentation_changelog_index.html_2
Advanced Configuration,https://openbis.readthedocs.io/en/latest/system-documentation/configuration/index.html,"# Advanced Configuration

- openBIS Server Configuration
Application Server Configuration
Database Settings


Data Store Server Configuration

- Configuration properties by module

- CORE MODULES
AS  MODULES
Database Configuration (Required)
Session Configuration (Required)
Mail server Configuration (Optional)
Exports Configuration (Optional)
Imports Configuration (Optional)
Authentication Configuration (Required)
Authorization Configuration (Required)
Hibernate Search Configuration (Optional)
Support Related Configuration (Optional)
AutoArchiver Configuration (Optional)
Usage Reporting (Optional)
User Management (Optional, Required for multi-group setups)
Miscellaneous Configuration (Optional)
V3 API Configuration (Optional)",en_latest_system-documentation_configuration_index.html_0
Advanced Configuration,https://openbis.readthedocs.io/en/latest/system-documentation/configuration/index.html,"# Advanced Configuration




DSS MODULES
Core Configuration (Required)
Database Configuration (Required)
Mail server Configuration (Optional)
Mail server Configuration (Optional)
Dropbox Configuration (Optional)
Post Registration Task (Optional)
Processing Plugins (Optional)
Maintenance Plugins (Optional)
Archiver Configuration (Optional)
Archiving By Request Configuration (Optional)
Miscellaneous Configuration (Optional)
Screening Configuration (Optional)


PLUGIN MODULES
ELN
AS PROPERTIES
DSS PROPERTIES


ADMIN
AS PROPERTIES
DSS PROPERTIES


DATASET-UPLOADER
AS PROPERTIES
DSS PROPERTIES


DROPBOX-MONITOR
AS PROPERTIES
DSS PROPERTIES


IMAGING
AS PROPERTIES
DSS PROPERTIES


MONITORING-SUPPORT
AS PROPERTIES
DSS PROPERTIES


OPENBIS-SYNC
AS PROPERTIES
DSS PROPERTIES


SEARCH-STORE
AS PROPERTIES
DSS PROPERTIES",en_latest_system-documentation_configuration_index.html_1
Advanced Configuration,https://openbis.readthedocs.io/en/latest/system-documentation/configuration/index.html,"# Advanced Configuration



- Optional Application Server Configuration
The base URL for Web client access to the application server.
Export data limit in bytes, default to 10Gib
Deleted Entity History
Login Page - Banners
Client Customization
Configuration
Web client customizations
Data Set Upload Client Customizations
Examples


Full web-client.properties Example


Configuring File Servlet
Changing the Capability-Role map
Capability Role Map for V3 API

- Optional Datastore Server Configuration
Configuring DSS Data Sources
SFTP configuration

- Authentication Systems
The default authentication configuration
The file based authentication system
The interface to LDAP
Authentication Cache
Anonymous Login
Single Sign On Authentication

- Authorization",en_latest_system-documentation_configuration_index.html_2
Advanced Configuration,https://openbis.readthedocs.io/en/latest/system-documentation/configuration/index.html,"# Advanced Configuration



- Maintenance Tasks
Maintenance Task Classification
Introduction
Feature
ArchivingByRequestTask
AutoArchiverTask
BlastDatabaseCreationMaintenanceTask
DeleteDataSetsAlreadyDeletedInApplicationServerMaintenanceTask
ReleaseDataSetLocksHeldByDeadThreadsMaintenanceTask
DeleteFromArchiveMaintenanceTask
DeleteFromExternalDBMaintenanceTask
EventsSearchMaintenanceTask
ExperimentBasedArchivingTask
HierarchicalStorageUpdater
MultiDataSetDeletionMaintenanceTask
MultiDataSetUnarchivingMaintenanceTask
MultiDataSetArchiveSanityCheckMaintenanceTask
PathInfoDatabaseFeedingTask
PostRegistrationMaintenanceTask
RevokeUserAccessMaintenanceTask
UserManagementMaintenanceTask


Consistency and other Reports
DataSetArchiverOrphanFinderTask
DataSetAndPathInfoDBConsistencyCheckTask
MaterialExternalDBSyncTask
Mapping File


UsageReportingTask
PersonalAccessTokenValidityWarningTask",en_latest_system-documentation_configuration_index.html_3
Advanced Configuration,https://openbis.readthedocs.io/en/latest/system-documentation/configuration/index.html,"# Advanced Configuration




Consistency Repair and Manual Migrations
BatchSampleRegistrationTempCodeUpdaterTask
CleanUpUnarchivingScratchShareTask
DataSetRegistrationSummaryTask
DynamicPropertyEvaluationMaintenanceTask
DynamicPropertyEvaluationTriggeredByMaterialChangeMaintenanceTask
FillUnknownDataSetSizeInOpenbisDBFromPathInfoDBMaintenanceTask
PathInfoDatabaseChecksumCalculationTask
PathInfoDatabaseRefreshingTask
RemoveUnusedUnofficialTermsMaintenanceTask
ResetArchivePendingTask
SessionWorkspaceCleanUpMaintenanceTask
MaterialsMigration


Microscopy Maintenance Tasks
MicroscopyThumbnailsCreationTask
DeleteFromImagingDBMaintenanceTask


Proteomics Maintenance Tasks

- User Group Management for Multi-groups openBIS Instances
Introduction
Configuration
Static Configurations
AS service.properties
DSS service.properties",en_latest_system-documentation_configuration_index.html_4
Advanced Configuration,https://openbis.readthedocs.io/en/latest/system-documentation/configuration/index.html,"# Advanced Configuration




Dynamic Configurations
Section globalSpaces
Section commonSpaces
Section commonSamples
Section commonExperiments
Section instanceAdmins (since version 20.10.6)
Section groups


What UserManagementMaintenanceTask does
Content of the Report File sent by UsageReportingTask
Common use cases
Adding a new group
Making a user an group admin
Remove a user from a group
Adding more disk space


Manual configuration of Multi-groups openBIS instances
Masterdata and entities definition
Spaces
Projects
Collections
Objects


Rights management

- Archiving Datasets
Manual archiving
openBIS core UI
ELN-LIMS


Automatic archiving
Archiving Policies
ch.systemsx.cisd.etlserver.plugins.GroupingPolicy

- Multi data set archiving
Introduction
Important technical details
Workflows
Simple workflow
Staging workflow
Replication workflow
Staging and replication workflow",en_latest_system-documentation_configuration_index.html_5
Advanced Configuration,https://openbis.readthedocs.io/en/latest/system-documentation/configuration/index.html,"# Advanced Configuration




Clean up
Configuration steps
Clean up Unarchiving Scratch Share
Deletion of archived Data Sets
Recovery from corrupted archiving queues

- Master data import/export

- Querying Project Database
Create Read-Only User in PostgreSQL
Enable Querying
Configure Authorization for Querying

- Share IDs
Motivation
Syntax
Resolving Rules
Example

- Sharing Databases
Introduction
Share Databases without Mapping File
Share Databases with Mapping File
Mapping all DSSs on one
Mapping all DSSs on one per module
Overwriting Parameters
Overwriting Generic Settings

- openBIS Sync
Introduction
Data Source Service Configuration
Use case: One Datasource - One or more Harvester
Data Source Service Document
Harvester Service Configuration
What HarvesterMaintenanceTask does
Master Data Synchronization Rules

- openBIS Logging
Runtime changes to logging",en_latest_system-documentation_configuration_index.html_6
Docker,https://openbis.readthedocs.io/en/latest/system-documentation/docker/index.html,"# Docker

- Quickstart

- Architecture
Requirements
Application Layout

- Environments
Production, testing and development
openbis-app - https://hub.docker.com/r/openbis/openbis-app

- Release Cycle

- Source Repositories
Source code
Docker images

- Usage
Docker Containers
Docker Compose
Docker Network
Storage Volumes
Database
Application
Ingress
Nginx
Apache httpd
HAProxy

- Verification

- Basic configuration
Environment Variables
Configuration through OS environment
Configuration through adjusting service.properties files
Custom configuration files
Examples


Core Plugins
Examples

- Operation

- Backup

- Restore

- Troubleshooting

- References",en_latest_system-documentation_docker_index.html_0
Standalone,https://openbis.readthedocs.io/en/latest/system-documentation/standalone/index.html,"# Standalone

- System Requirements
Architecture
Hardware Configuration
CPU and Memory Configuration
Postgres Memory Settings
Tuning Of Hardware Settings In Case Of Issues


Operating System
Third-Party Packages
Additional Requirements

- openBIS Server Installation
Contents of openBIS Installer Tarball
Installation Steps

- Starting and Stopping the openBIS Application Server and Data Store Server
Start Server
Stop Server",en_latest_system-documentation_standalone_index.html_0
Advance Features,https://openbis.readthedocs.io/en/latest/user-documentation/advance-features/index.html,"# Advance Features

- JupyterHub for openBIS
Overview
Nomenclature
Prerequisites for testing in a local environment


How to run the official JupyterHub for openBIS image in your local machine
How to extend the official JupyterHub for openBIS image
Modify a currently running container - From UI (for users)
Check Available Python 2 Libraries
Add Python 2 Library
Check Available Octave Libraries
Add Octave Library
Check Available Python 3 Libraries
Add Python 3 Library
Check Available R Libraries
Add R Library


Modify a currently running container - From Console (for admins)
Add Python Library
Add R Library
Save the state of a running container as a new image


Extend a docker image using a docker recipe (for maintenance)
How to start a jupyterhub-openbis docker image on a productive JupyterHub server
Other useful Docker commands
Save an image as a tar file to share it
Load an image from a tar file
Remove an image
Remove all stopped containers",en_latest_user-documentation_advance-features_index.html_0
Advance Features,https://openbis.readthedocs.io/en/latest/user-documentation/advance-features/index.html,"# Advance Features




openBIS ELN Integration Configuration
Troubleshooting Connectivity to openBIS
Session is no longer valid. Please log in again error
Session is no longer valid. The openBIS server has a self-signed certificate
Session is no longer valid. The session has timeout

- openBIS Command Line Tool (oBIS)
1. Prerequisites
2. Installation
3. Quick start guide
4. Usage
4.1 Help is your friend!


5. Work modes
5.1 Standard Data Store
5.1.1 Commands
5.1.2 Examples


5.2 External Data Store
5.2.1 Settings


5.2.2 Commands
5.2.3 Examples


6. Authentication
6.1. Login
6.2. Personal Access Token


7. Big Data Link Services
8. Rationale for obis
9. Literature

- openBIS Data Modelling
Overview
Data model in openBIS ELN-LIMS
Inventory
Lab Notebook
openBIS parents and children
Examples of parent-child relationships",en_latest_user-documentation_advance-features_index.html_1
Advance Features,https://openbis.readthedocs.io/en/latest/user-documentation/advance-features/index.html,"# Advance Features



- Excel Import Service
Introduction
Modes
Organising Definition Files
Organising Definitions
Text cell formatting (colours, fonts, font style, text decorations)
Definition, rows and sheet formatting
Clarifying Header Interpretation in Ambiguous Cases
Case 1: Property Type A Code Matches Property Type B Label
Case 2: Property Type A Label Matches Property Type B Label


Entity Types Definitions
Vocabulary and Vocabulary Term


Experiment Type
Sample Type
Dataset Type
Property Type
Entity Type Validation Script and Property Type Dynamic Script
Entity Types Update Algorithm
General Usage


Entity Definitions
Space
Project
Experiment
Sample
Defining Parent and Children in Samples


Properties and Sample Variables


Master Data as a Core Plugin
Known Limitations",en_latest_user-documentation_advance-features_index.html_2
General Admin Users,https://openbis.readthedocs.io/en/latest/user-documentation/general-admin-users/index.html,"# General Admin Users

- Admins Documentation
Login
File based and/or LDAP authentication
SWITCHaai authentication


Inventory overview
Customise Inventory Of Materials And Samples
Create Collections of Materials
Create the Project folder
Create the Collection folder
Add the “+Object type” button in the Collection percentage


Delete Collections
Enable Storage Widget on Sample Forms
Configure Lab Storage
Add metadata to Storage Positions


Customise Inventory Of Protocols
Create Collections of Protocols
Enable Protocols in Settings


Move Collections to a different Project
Customise Parents and Children Sections in Object Forms
Customise the Main Menu
Main Menu Sections
Lab Notebook menu",en_latest_user-documentation_general-admin-users_index.html_0
General Admin Users,https://openbis.readthedocs.io/en/latest/user-documentation/general-admin-users/index.html,"# General Admin Users




Associate File Types to Dataset Types
User Registration
Register users in ELN Interface
Default roles assigned in ELN
Register users from the admin UI
Deactivate users
Remove users
Create users groups in admin UI
openBIS roles
Observer
Space/Project User
Space/Project Power User
Space/Project Admin
Instance Admin


User Profile
Assign home space to a user


New Entity Type Registration
Register a new Object Type
Registration of Properties
Additional fields
Property Data Types
Pattern Validation
Considerations on properties registration
Controlled Vocabularies


Register a new Experiment/Collection type
Register a new Dataset type
Enable Rich Text Editor or Spreadsheet Widgets
Enable Objects in dropdowns
Register masterdata via Excel
Masterdata and metadata import


Properties overview
Internal properties and vocabularies
Default openBIS Types


Masterdata exports and imports
Masterdata export
Masterdata import
Masterdata version",en_latest_user-documentation_general-admin-users_index.html_1
General Admin Users,https://openbis.readthedocs.io/en/latest/user-documentation/general-admin-users/index.html,"# General Admin Users




Imports of openBIS exports
Metadata import
Datasets import


Create Templates for Objects
Enable Transfer to Data Repositories
Enable Barcodes and QR codes
Enable archiving to Long Term Storage
History Overview
History of deletions
History of freezing


Space Management
Create new Inventory Spaces
Create a new Inventory Space from the ELN UI
Create a new Inventory Space from the core UI


Create new ELN Spaces
Create a new Lab Notebook Space from the ELN UI
Create a new Lab Notebook Space from the core UI


Delete Spaces
Move Spaces between Lab Notebook and Inventory


Multi Group Set Up
General ELN Settings
Instance Settings
Group Settings


Group ELN Settings


Database navigation in admin UI
Features
Filter
Navigation
Sorting

- Properties Handled By Scripts
Introduction
Types of Scripts
Defining properties
Dynamic Properties
Introduction
Defining dynamic properties
Creating scripts
Simple Examples
Advanced Examples
Data Types",en_latest_user-documentation_general-admin-users_index.html_2
General Admin Users,https://openbis.readthedocs.io/en/latest/user-documentation/general-admin-users/index.html,"# General Admin Users




Creating and Deploying Java Plugins
Dynamic properties evaluator


Entity validation scripts
Introduction
Defining a Jython validation script
Script specification
Triggering Validation of other Entities


Script example
Activating the validation
Creating and Deploying Java Validation Plugins
When are validations performed
Good practices


Managed Properties
Introduction
Defining Managed Properties
Creating scripts
Predefined Functions
Java API
Examples of user defined functions
Storing structured content in managed properties
Unofficial API
‘Real World’ example


Creating and Deploying Java Plugins

- Custom Database Queries
Introduction
How it works
Setup
Running a Parametrized Query
Running a SELECT statement
Defining and Editing Parametrized Queries
Define a Query
Public flag
Specifying Parameters
Array Literals for PostgreSQL data sources
Hyperlinks


Edit a Query",en_latest_user-documentation_general-admin-users_index.html_3
General Admin Users,https://openbis.readthedocs.io/en/latest/user-documentation/general-admin-users/index.html,"# General Admin Users




Entity Queries (Experiment, Sample, Material, Data Set)
How to create/edit entity custom queries
Examples",en_latest_user-documentation_general-admin-users_index.html_4
Additional Functionalities,https://openbis.readthedocs.io/en/latest/user-documentation/general-users/additional-functionalities.html,"## Print PDF


For every entity in openBIS it is possible to generate a pdf using the Print PDF option from the More.. dropdown menu.


The generated pdf file can be printed or downloaded from the browser.


An example for a Space is shown in the picture below.",en_latest_user-documentation_general-users_additional-functionalities.html_0
Additional Functionalities,https://openbis.readthedocs.io/en/latest/user-documentation/general-users/additional-functionalities.html,"## Visualise Relationships


Parent-child relationships between Objects can be visualised as trees
or tables in the ELN.


To see the genealogical tree, select the Hierarchy Graph option from the More… dropdown in an entity form.

Large trees can be pruned, by selecting how many levels of parents
and/or children and which types to show.


To view the genealogy of an Object in a tabular format, select the Hierarchy Table option from the More… dropdown.",en_latest_user-documentation_general-users_additional-functionalities.html_1
Additional Functionalities,https://openbis.readthedocs.io/en/latest/user-documentation/general-users/additional-functionalities.html,"## Tables


All tables in the ELN have a similar format and functionalities. The
tables have been redesigned for the 20.10.3 release of openBIS.


Here we give an overview of the main functionalities of the tables.


### Filters


Two filter options are available form the Filters button: Filter
Per Column and Global Filter. The first allows to filter on
individual columns, or multiple columns, whereas the second filters
terms across the entire table using the AND or OR operator.


### Sorting


It is possible to sort individual columns or also multiple columns. For
multi-column sorting, you should click on the column header and press
the Cmd keyboard key. The order of sorting is shown by a number in
each column, as shown below.",en_latest_user-documentation_general-users_additional-functionalities.html_2
Additional Functionalities,https://openbis.readthedocs.io/en/latest/user-documentation/general-users/additional-functionalities.html,"## Tables


### Exports


Tables can be exported in different ways, using the export button shown
below.

- Import Compatible:

Yes: in this case some columns which are incompatible
with imports (i.e. registration date, registrator,
modification date, modifier) are not exported even if
selected; some columns that are required by openBIS for
imports are added to the exported file even if not
selected (i.e. code, identifier, $ column). Moreover text
fields are exported in HTML, to keep the formatting upon
import.
No: in this case all columns or selected columns are
exported.

2. Columns:


- All (default order). All columns are exported, in
accordance with the selection explained above for import
compatibility.
Selected (shown order). Selected columns are exported,
in accordance with the selection explained above for
import compatibility.

3. Rows:",en_latest_user-documentation_general-users_additional-functionalities.html_3
Additional Functionalities,https://openbis.readthedocs.io/en/latest/user-documentation/general-users/additional-functionalities.html,"## Tables


### Exports




- All Pages. All pages of the table are exported.
Current Page. Only the currently visible page of
the table is exported.
Selected Rows. Only selected rows in the table are
exported.


4. Value:


- Plain Text. Text fields are exported in plain text,
without any formatting. This option is not available if
the export is import-compatible.
Rich Text. Text fields are exported in HTML format.

Tables are exported to XLS format. Exported tables can be used for
updates via the XLS Batch Update Objects.

Note: Excel has a character limit of 32767 characters in each cell. If you export entries where a field exceeds this limit, you get a warning and the exported Excel file will not contain the content of the cell which is above this limit and the cell is highlighted in red, as shown below.",en_latest_user-documentation_general-users_additional-functionalities.html_4
Additional Functionalities,https://openbis.readthedocs.io/en/latest/user-documentation/general-users/additional-functionalities.html,"## Tables


### Columns


Users can select which properties to display in the table clicking on
the Columns button. It is also possible to show all properties or
hide all properties. The position of the columns can also be changed by
placing the cursor next to the = sign in the list and moving the fields.
This information is stored in the database for each user.


#### Spreadsheets


If a table contains Objects which have a spreadsheet field which is
filled in, a spreadsheet icon is displayed in the table. Upon clicking
on the icon, the content of the spreadsheet can be expanded.


#### Text fields


If a table contains Objects which have long text fields, only the
beginning of the text is shown and can be expanded. If the text contains
a picture or a table, an icon is shown in the table and the content of
the text becomes visible by clicking on the icon.",en_latest_user-documentation_general-users_additional-functionalities.html_5
